time_min,oxygen,glucose,lactate,ECM,TGF_beta,IFN_gamma,Gal8_ext
13140,14.01411809379819,0.6556463614831163,7.291474704995544,1.8406719183778133,0.08989321981893503,0.02135965039818017,9.076e-321
13200,14.005763043151584,0.6551248847638418,7.288440555394652,1.8436503955789751,0.09033546180524407,0.02121555292092584,9.076e-321
13260,14.009455327138534,0.6548263765489735,7.288743857521415,1.8448487903434598,0.08955410645882593,0.020960915963143877,9.076e-321
13320,13.985167755919893,0.653767320101106,7.295392337659887,1.8468720712697857,0.09104061749463703,0.02084060618592197,9.076e-321
13380,13.950576752550317,0.652606818564629,7.30079551838287,1.84884962623482,0.09009710041354091,0.020744656431596807,9.076e-321
13440,13.947916123216434,0.6521603435209354,7.305559404299932,1.8509234668485954,0.08916959146176498,0.021243966595233903,9.076e-321
13500,13.92726093956717,0.6517699215282154,7.313244955211365,1.852431082977782,0.0897658840333069,0.02113710181815143,9.076e-321
13560,13.930182401884327,0.6510106921926732,7.316369294605564,1.8528486759594722,0.08979729308343379,0.021028616819242694,9.076e-321
13620,13.912888878321027,0.6504653213560729,7.320305547489634,1.856625685837795,0.08937775214549602,0.020907128095887084,9.076e-321
13680,13.908894195017693,0.6499326492265862,7.324364594841181,1.8585341100853725,0.0890613723302674,0.020816340037605168,9.076e-321
13740,13.915863354390941,0.6501501700118074,7.328888536864036,1.8596046477493142,0.08938483361637112,0.020738323144089625,9.076e-321
13800,13.91153972470907,0.65007981242703,7.329024927376538,1.860599023271428,0.09071033447196078,0.020714769185052884,9.076e-321
13860,13.896065269423866,0.6491976934846759,7.32448286810618,1.8638922835318925,0.09081979079967904,0.020663000910766803,9.076e-321
13920,13.895575188929802,0.6484209959616694,7.321833128200018,1.8646187555417892,0.09057243640464165,0.020656947500577373,9.076e-321
13980,13.873775253215703,0.6483885114813884,7.321738647811776,1.8681659332075395,0.09081179728721897,0.020630120951394652,9.076e-321
14040,13.894731295419286,0.6486124030892936,7.313933715198907,1.869797966099668,0.0904605762191536,0.020615489206236005,9.076e-321
14100,13.87204565848265,0.6484404976788395,7.307960308311061,1.8717934718060996,0.09055264047874452,0.020927801292645674,9.076e-321
14160,13.856565424304463,0.6481490010002917,7.300276192609318,1.8727680408534222,0.09064649618199201,0.0210989597057038,9.076e-321
14220,13.835542986710148,0.6470223599189745,7.296048968986777,1.872736136475441,0.09108222097731401,0.020849616554585903,9.076e-321
14280,13.875922806962551,0.6469710469846406,7.29416820053987,1.8737541805874685,0.09047827636079717,0.020717879607904676,9.076e-321
14340,13.847457977332311,0.6460772044876855,7.295545412868051,1.8748004551802067,0.09008995002536635,0.020640806167690408,9.076e-321
14400,13.863646056168331,0.6459267807111166,7.30106655225455,1.878865887396649,0.09005176794687471,0.020578526407647794,9.076e-321
14460,13.853982168812212,0.6451177380545587,7.311015902326543,1.8805978718001666,0.09120724371674545,0.020559981521251377,9.076e-321
14520,13.845534357149855,0.6448785582694234,7.313175967942287,1.8857925296089604,0.09175936352130452,0.02058636244717542,9.076e-321
14580,13.841146792934952,0.6440710371647537,7.317525611248412,1.88758071766211,0.09270194622133293,0.020613362440699463,9.076e-321
14640,13.849416385212672,0.6441877935372209,7.324555789405662,1.8913347500778461,0.09251213956917316,0.020640549351553485,9.076e-321
14700,13.844004601596101,0.6437506853987154,7.3295091160436945,1.892322131078448,0.0921325922895348,0.020609159363186795,9.076e-321
14760,13.834172121439801,0.6431838846963673,7.33322796873795,1.8923350881898329,0.09193751259597324,0.020611982691929476,9.076e-321
14820,13.847810845163014,0.6430624768814744,7.334921633090725,1.8952498355848038,0.09068699510361737,0.02067444458859079,9.076e-321
14880,13.816132200347775,0.6425631757523597,7.340309612654454,1.8992687314753376,0.09288209859229601,0.02068202228893568,9.076e-321
14940,13.804672346034748,0.6420212476381777,7.342903950087034,1.9011504331860918,0.09139737761331017,0.020662869609443912,9.076e-321
15000,13.794774030786197,0.6406299303151838,7.351066202120685,1.901423053113105,0.0919756873354188,0.020624359817373754,9.076e-321
15060,13.790657137211008,0.6400152024168958,7.360970012356152,1.903437278638514,0.0913736033929851,0.020852297895686347,9.076e-321
15120,13.771785979272833,0.6396146312387101,7.364792099434866,1.90446345346656,0.0914833145881752,0.02086345974446805,9.076e-321
15180,13.771505643968275,0.6391260084642129,7.366841463718647,1.9053151843344789,0.09085621706887625,0.020789170243814926,9.076e-321
15240,13.764098905761282,0.638651976849263,7.364386164942489,1.9111161205045835,0.09021090776070163,0.020796219961661228,9.076e-321
15300,13.753735695030857,0.6382421530667932,7.360586812640654,1.9133444046609023,0.09005984360646314,0.02076747280839159,9.076e-321
15360,13.739466035488634,0.6371824528815451,7.362746582294596,1.9162990182633322,0.0904077917501005,0.02078647811222369,9.076e-321
15420,13.721439676359063,0.6369413562173123,7.3663856711984135,1.9183601050532613,0.08967616276111703,0.02078481776709141,9.076e-321
15480,13.737073498024786,0.6371567166319383,7.366118347237678,1.9193937209357521,0.09018064856200102,0.020750323167555634,9.076e-321
15540,13.738643889011787,0.6369887723825043,7.360128412499397,1.9234093768375669,0.09033179105271656,0.02075907904007431,9.076e-321
15600,13.709544361760164,0.6365797090515163,7.356010567166825,1.9242238863010939,0.09002180525101545,0.020762831117303097,9.076e-321
15660,13.68913301840444,0.635887224254617,7.356654775621049,1.9272034871469887,0.0900374052247402,0.020778980283913576,9.076e-321
15720,13.708576734873539,0.635552400975211,7.357072109212869,1.9282678037098084,0.09063482834365733,0.020790341615205266,9.076e-321
15780,13.694406174113814,0.6347376009329495,7.354269507594154,1.9312522062296644,0.09057895053519438,0.020821815324331784,9.076e-321
15840,13.680599501176053,0.6339645357941113,7.35243582862456,1.931285688307162,0.0901866559622169,0.020803315444841666,9.076e-321
15900,13.651498455592682,0.6330236119057097,7.355287914307692,1.9365837904087702,0.09076847655107811,0.020825135360352652,9.076e-321
15960,13.62735442164769,0.6318549669397027,7.363647872540134,1.9412173885660966,0.08975285089430432,0.02103546383073576,9.076e-321
16020,13.631865539943576,0.6316484929720294,7.368538344510083,1.9431834518842053,0.08868931605086937,0.021156258952510443,9.076e-321
16080,13.635157751723938,0.6317994348922679,7.369568978349155,1.9481336860750238,0.08759223287498825,0.02197651454803899,9.076e-321
16140,13.617499202657068,0.630986158386895,7.370685796128481,1.9502694224065298,0.08840902980105758,0.021586280263649754,9.076e-321
16200,13.624609441399027,0.6307005931921085,7.375831976342093,1.9562322600645496,0.08901736392227684,0.0213058323893606,9.076e-321
16260,13.639094792325253,0.6308798317709102,7.384229215300863,1.9581262484125808,0.08792639828986372,0.021492439168346807,9.076e-321
16320,13.615031954164905,0.6299261384109045,7.393528932062652,1.9601023126755488,0.08840947774524896,0.021583436593936075,9.076e-321
16380,13.59955987801331,0.6290311189801351,7.4045678467057074,1.961283519344676,0.08977031393038024,0.021824165631662694,9.076e-321
16440,13.578730410022457,0.627555306168756,7.41719901001554,1.9632355679370093,0.08933903418135516,0.021716556147327436,9.076e-321
16500,13.598092609736538,0.6269879050528814,7.427023247176191,1.9669505173316317,0.08923538425799853,0.021596824050828058,9.076e-321
16560,13.589880229228056,0.6262386676380023,7.428944225856849,1.9691838976403029,0.08882237135428664,0.021473367585100787,9.076e-321
16620,13.597953033742847,0.625984097481987,7.430833432921082,1.9719256801728833,0.08880664220851818,0.021368287875658403,9.076e-321
16680,13.570477304404895,0.6256547572778722,7.430616843476011,1.973598822712749,0.0883573544858094,0.021579687039574115,9.076e-321
16740,13.572578547553444,0.6249759447703496,7.433998508879669,1.9762822340377082,0.08899701611516153,0.021815850244811318,9.076e-321
16800,13.55456639172217,0.6244936565246231,7.4398763881738255,1.979259330033253,0.09004664210861701,0.021690483602654475,9.076e-321
16860,13.561741475378449,0.623804281064309,7.4439931873056455,1.9802447757763562,0.09010967305612741,0.021567197023851008,9.076e-321
16920,13.56252720652926,0.6235621049093474,7.448460036191222,1.9833614570435938,0.09026664252434088,0.02143130589840741,9.076e-321
16980,13.540593574985596,0.6227490265098967,7.456049560720442,1.9848753078831876,0.09046638051504143,0.021330538497025854,9.076e-321
17040,13.591991650948557,0.623369983178161,7.4574577447789405,1.9879466934452867,0.09135136492642616,0.02168670189993415,9.076e-321
17100,13.624819580880812,0.6241253134214009,7.4514111957879,1.9899263980357933,0.08985681293207727,0.021594625783995475,9.076e-321
17160,13.621251777105915,0.6234558860194005,7.446472394453179,1.9918983133822796,0.08995957866197155,0.02183658160010032,9.076e-321
17220,13.577516343648176,0.6221735703192952,7.448078734449421,1.9930119226711556,0.08880984025761263,0.021876125393190442,9.076e-321
17280,13.545930504777951,0.6206109576618604,7.455784592382104,1.9959452261307524,0.08907687913819427,0.021707807040820516,9.076e-321
17340,13.552490675228166,0.6199462699890884,7.4637638347731015,1.996934690886367,0.08949912819829672,0.021551452045419292,9.076e-321
17400,13.524703692486387,0.619507076112945,7.462706082362625,1.9989265941731755,0.08880576392083372,0.021963548426056845,9.076e-321
17460,13.503270419606153,0.6183542896308997,7.476214608504254,2.000899149918575,0.09010063121767158,0.02176736643745596,9.076e-321
17520,13.499014385766886,0.6176977904691253,7.4834358693062635,2.001947308186285,0.08889280336508133,0.021604057300117063,9.076e-321
17580,13.469308194939805,0.6162425549864999,7.492578335097505,2.0059184984827083,0.09078799613196432,0.021480861327466103,9.076e-321
17640,13.48551255795254,0.6163305024798138,7.495681978390463,2.009949440019708,0.09048850515641643,0.02138645127161381,9.076e-321
17700,13.477497401817061,0.6158375981175052,7.496102461837423,2.0132826163413218,0.09003433631952552,0.021290240448857033,9.076e-321
17760,13.456713949439916,0.6153158343185594,7.500152488305826,2.0139907583105745,0.08879650443016394,0.021210634008423337,9.076e-321
17820,13.44668271887934,0.6142358461698011,7.505313789292604,2.0189924959057515,0.08891821803551786,0.021176022117613214,9.076e-321
17880,13.43591775362502,0.6138684904856138,7.503609640196123,2.0219776154172973,0.08865662678567136,0.021181817899268145,9.076e-321
17940,13.416130386706405,0.6135930453347426,7.502327490684822,2.0249422928460916,0.09015406479739509,0.0211703956860604,9.076e-321
18000,13.409042839267853,0.61282793095563,7.509167247857217,2.0270239005707356,0.09020765312089624,0.02112649646469098,9.076e-321
18060,13.38330320550623,0.6117677848166851,7.5188232804203885,2.0286052449075345,0.09075022172863567,0.021104052038574538,9.076e-321
18120,13.341068902497131,0.6097850796629143,7.52892429145366,2.0316208255095938,0.0910953514826948,0.021060388157813126,9.076e-321
18180,13.343389268140722,0.6091281151753059,7.538603831311183,2.032620830959967,0.09104107678390097,0.02107256126889053,9.076e-321
18240,13.306985221091244,0.6073309276719792,7.549294146622359,2.032637162692813,0.09143548498854015,0.021337843845686256,9.076e-321
18300,13.287104936266767,0.6063783412465067,7.566071258423135,2.0336003511176033,0.0925996449470636,0.02159928346053485,9.076e-321
18360,13.266017290416503,0.6050939980458562,7.5831864045557245,2.0374052539054244,0.09287887838465636,0.021565037619872853,9.076e-321
18420,13.304168984429669,0.6061053642392066,7.590470431094334,2.0374479063473814,0.09111123852868969,0.02148020083959393,9.076e-321
18480,13.281093820510927,0.6054355865976899,7.5819860966987225,2.0383541654230695,0.09091352381217586,0.021399830344379922,9.076e-321
18540,13.275198021031883,0.6057539693744989,7.585159961466657,2.038343234292413,0.09165138387716526,0.021302162438398536,9.076e-321
18600,13.2879854366489,0.6058558515876007,7.585183794595064,2.038388372488118,0.09117540897375281,0.021233428176438893,9.076e-321
18660,13.304639616651151,0.6062522112411675,7.58361724859752,2.0401648704543893,0.09200188129777231,0.021171596613255524,9.076e-321
18720,13.32115757220221,0.6058844474549369,7.583320334345396,2.0435950960999514,0.09198160574899118,0.02114763779920301,9.076e-321
18780,13.317500573874774,0.6056175064789793,7.582134307198791,2.0470397100439066,0.09160359247900986,0.020966724829342975,9.076e-321
18840,13.259981975087756,0.6037903584597922,7.580080734109598,2.0487107802481925,0.09193599663991635,0.020864359057255085,9.076e-321
18900,13.239193677203959,0.6022179015972109,7.590561589586767,2.049758239166241,0.09233235269179065,0.021052726875320567,9.076e-321
18960,13.20334094267739,0.6015097210804088,7.6013952512602145,2.0497245850272923,0.09268568601777577,0.021314974000764028,9.076e-321
19020,13.187675792519402,0.6012220408992969,7.613636722046158,2.0507552582494184,0.09319244648289125,0.021218262097284744,9.076e-321
19080,13.189656908602984,0.6010553498873442,7.62505467054524,2.0525544985143966,0.09312677153393302,0.02108305170398806,9.076e-321
19140,13.231823077728725,0.6017653146020983,7.630550364123652,2.05269520717856,0.09314047411382863,0.020983356065628987,9.076e-321
19200,13.207608697732157,0.6008385611514337,7.634370002800284,2.0527075186312915,0.09275239960735913,0.02092118794201355,9.076e-321
19260,13.204139219431514,0.6004422510343679,7.6411127538373504,2.0537033148609014,0.09290502238217578,0.020951476798723234,9.076e-321
19320,13.233807339921055,0.6015039631902447,7.640016737739048,2.0554342463898174,0.09230179756855093,0.020918447149607812,9.076e-321
19380,13.229789452676547,0.6008205245126688,7.641203133887643,2.0584127993162857,0.09264675192565362,0.020897816138325816,9.076e-321
19440,13.243398258483712,0.6000395663129093,7.642273013561534,2.0611992298261472,0.09339989250343064,0.020622911558293596,9.076e-321
19500,13.252292959660952,0.6005464050199892,7.639375543897939,2.0631717671916343,0.09155874057193174,0.020588177211960594,9.076e-321
19560,13.243783707902278,0.5997865063533009,7.638014828879841,2.068037928345418,0.09160147097438655,0.020579022256484274,9.076e-321
