x,y,z,type
-108.550908,208.867259,0.000000,PD-L1lo_tumor
-58.220455,36.711176,0.000000,PD-L1lo_tumor
43.738099,380.914635,0.000000,PD-L1lo_tumor
-282.224059,-297.370818,0.000000,PD-L1lo_tumor
55.061156,355.580129,0.000000,PD-L1lo_tumor
-105.043805,25.147879,0.000000,PD-L1lo_tumor
378.808574,138.789222,0.000000,PD-L1lo_tumor
-263.390970,210.524710,0.000000,PD-L1lo_tumor
46.060496,226.207822,0.000000,PD-L1lo_tumor
-104.281742,-12.136027,0.000000,PD-L1lo_tumor
-223.193326,-62.854494,0.000000,PD-L1lo_tumor
-144.313866,336.411474,0.000000,PD-L1lo_tumor
-104.635405,178.307300,0.000000,PD-L1lo_tumor
279.795815,-180.155883,0.000000,PD-L1lo_tumor
-24.736718,-26.804358,0.000000,PD-L1lo_tumor
-66.508286,-234.035704,0.000000,PD-L1lo_tumor
342.867919,-23.510530,0.000000,PD-L1lo_tumor
-388.683112,-22.834442,0.000000,PD-L1lo_tumor
-99.943378,-113.538380,0.000000,PD-L1lo_tumor
-25.834737,-354.397697,0.000000,PD-L1lo_tumor
200.052238,-78.367632,0.000000,PD-L1lo_tumor
-94.461038,-151.706478,0.000000,PD-L1lo_tumor
-173.077385,-122.942191,0.000000,PD-L1lo_tumor
248.704671,-43.030221,0.000000,PD-L1lo_tumor
-267.031231,138.855917,0.000000,PD-L1lo_tumor
148.256579,-357.425740,0.000000,PD-L1lo_tumor
-379.702906,-12.512744,0.000000,PD-L1lo_tumor
-409.719743,42.167259,0.000000,PD-L1lo_tumor
-115.210225,1.444133,0.000000,PD-L1lo_tumor
-196.601768,-112.288514,0.000000,PD-L1lo_tumor
-248.022740,-230.968773,0.000000,PD-L1lo_tumor
9.740103,-148.449816,0.000000,PD-L1lo_tumor
-3.784990,379.543728,0.000000,PD-L1lo_tumor
-299.329215,-55.037809,0.000000,PD-L1lo_tumor
-151.913783,295.358728,0.000000,PD-L1lo_tumor
288.531173,-98.293564,0.000000,PD-L1lo_tumor
-372.716904,63.135387,0.000000,PD-L1lo_tumor
56.313347,-249.078366,0.000000,PD-L1lo_tumor
-114.657711,-116.318072,0.000000,PD-L1lo_tumor
96.891595,250.887662,0.000000,PD-L1lo_tumor
411.988372,-362.938416,0.000000,fixed_vessel_source
-403.201977,-338.293102,0.000000,fixed_vessel_source
-269.859052,-235.463319,0.000000,PD-L1lo_tumor
-856.054406,-295.612846,0.000000,fixed_vessel_source_compressed
112.534086,-292.687753,0.000000,PD-L1lo_tumor
345.441449,23.143088,0.000000,PD-L1lo_tumor
186.635581,202.513462,0.000000,PD-L1lo_tumor
41.128296,17.784563,0.000000,PD-L1lo_tumor
-3.049634,-239.353991,0.000000,PD-L1lo_tumor
-262.778830,-164.201463,0.000000,PD-L1lo_tumor
-61.801596,331.595529,0.000000,PD-L1lo_tumor
-235.530135,-150.123617,0.000000,PD-L1lo_tumor
-308.524630,151.175231,0.000000,PD-L1lo_tumor
-47.913934,120.246866,0.000000,fixed_vessel_source_compressed
5.372800,-225.452947,0.000000,PD-L1lo_tumor
201.209020,190.693871,0.000000,PD-L1lo_tumor
-333.145591,144.682798,0.000000,PD-L1lo_tumor
-118.105661,221.162683,0.000000,PD-L1lo_tumor
-375.845766,-122.604506,0.000000,PD-L1lo_tumor
174.177689,-265.774059,0.000000,PD-L1lo_tumor
-310.497965,166.336648,0.000000,PD-L1lo_tumor
-158.300052,-120.932628,0.000000,PD-L1lo_tumor
0.190026,209.007942,0.000000,PD-L1lo_tumor
351.968802,-52.841010,0.000000,PD-L1lo_tumor
186.419574,-303.742062,0.000000,PD-L1lo_tumor
-474.023884,-53.168822,0.000000,fixed_vessel_source
-209.771205,250.605259,0.000000,PD-L1lo_tumor
-390.848734,-50.904366,0.000000,fixed_vessel_source_compressed
6.821764,-178.875566,0.000000,PD-L1lo_tumor
-723.314869,-225.754307,0.000000,fixed_vessel_source_compressed
-27.723596,-252.271572,0.000000,PD-L1lo_tumor
-266.596250,52.233159,0.000000,PD-L1lo_tumor
-261.845246,225.703649,0.000000,PD-L1lo_tumor
-197.389035,156.073161,0.000000,PD-L1lo_tumor
250.104450,37.014731,0.000000,PD-L1lo_tumor
164.078103,-187.825651,0.000000,PD-L1lo_tumor
-211.176954,-396.620215,0.000000,fixed_vessel_source
206.369293,293.285584,0.000000,PD-L1lo_tumor
79.760319,-138.330140,0.000000,PD-L1lo_tumor
27.921075,-145.522298,0.000000,PD-L1lo_tumor
177.259240,66.387231,0.000000,PD-L1lo_tumor
-337.057725,52.068251,0.000000,PD-L1lo_tumor
274.063986,-259.847330,0.000000,PD-L1lo_tumor
-9.764068,-271.127939,0.000000,PD-L1lo_tumor
-157.976862,309.947428,0.000000,PD-L1lo_tumor
-944.547431,-342.185204,0.000000,fixed_vessel_source_compressed
33.374573,28.773943,0.000000,PD-L1lo_tumor
353.237197,-4.765791,0.000000,PD-L1lo_tumor
177.387104,-279.081373,0.000000,PD-L1lo_tumor
-43.130335,-249.087106,0.000000,PD-L1lo_tumor
-145.151918,281.451293,0.000000,PD-L1lo_tumor
155.140268,230.168239,0.000000,PD-L1lo_tumor
-66.750154,112.137518,0.000000,PD-L1lo_tumor
145.108187,-264.027262,0.000000,PD-L1lo_tumor
13.111287,281.601025,0.000000,PD-L1lo_tumor
-136.461659,293.635565,0.000000,PD-L1lo_tumor
-404.758292,-59.709911,0.000000,fixed_vessel_source_compressed
-107.265430,134.367612,0.000000,PD-L1lo_tumor
119.092394,212.411257,0.000000,PD-L1lo_tumor
-210.543404,-71.292064,0.000000,PD-L1lo_tumor
-283.847039,-241.859652,0.000000,PD-L1lo_tumor
101.712272,-76.939359,0.000000,PD-L1lo_tumor
241.150883,226.808733,0.000000,PD-L1lo_tumor
330.183620,-104.691754,0.000000,PD-L1lo_tumor
-118.509959,395.286915,0.000000,PD-L1lo_tumor
-32.453844,-312.770201,0.000000,PD-L1lo_tumor
-334.545187,-362.290539,0.000000,fixed_vessel_source
-249.499375,-171.588529,0.000000,PD-L1lo_tumor
248.693862,-159.563865,0.000000,PD-L1lo_tumor
-30.032725,-380.787890,0.000000,PD-L1lo_tumor
220.881089,311.421735,0.000000,PD-L1lo_tumor
368.959657,37.640605,0.000000,PD-L1lo_tumor
100.336414,223.453659,0.000000,PD-L1lo_tumor
234.584040,288.257690,0.000000,PD-L1lo_tumor
139.127246,-249.800697,0.000000,PD-L1lo_tumor
-129.568262,-119.601903,0.000000,PD-L1lo_tumor
-50.449046,-93.534412,0.000000,PD-L1lo_tumor
349.406707,108.401946,0.000000,PD-L1lo_tumor
-204.573204,60.234701,0.000000,PD-L1lo_tumor
72.005648,-207.151489,0.000000,PD-L1lo_tumor
-247.679217,216.193417,0.000000,fixed_vessel_source_compressed
-168.711385,-350.862754,0.000000,PD-L1lo_tumor
366.076948,-59.598814,0.000000,PD-L1lo_tumor
343.392730,-67.138066,0.000000,PD-L1lo_tumor
-161.755980,211.777601,0.000000,PD-L1lo_tumor
-296.413906,-112.757148,0.000000,PD-L1lo_tumor
314.730986,194.547146,0.000000,PD-L1lo_tumor
88.315426,229.910730,0.000000,PD-L1lo_tumor
226.212506,-260.659753,0.000000,fixed_vessel_source_compressed
27.602368,192.729038,0.000000,fixed_vessel_source_compressed
-54.305697,-359.002323,0.000000,PD-L1lo_tumor
-66.457399,-311.269213,0.000000,PD-L1lo_tumor
-206.357147,302.094459,0.000000,PD-L1lo_tumor
-291.574372,64.623363,0.000000,PD-L1lo_tumor
-235.821623,46.837254,0.000000,PD-L1lo_tumor
73.434706,67.716895,0.000000,PD-L1lo_tumor
251.149650,8.109646,0.000000,PD-L1lo_tumor
-48.321445,337.998843,0.000000,PD-L1lo_tumor
288.559495,182.160765,0.000000,PD-L1lo_tumor
-134.734014,54.132678,0.000000,PD-L1lo_tumor
-266.811586,-298.842897,0.000000,PD-L1lo_tumor
-486.988595,181.962249,0.000000,fixed_vessel_source
214.136998,-82.506960,0.000000,PD-L1lo_tumor
-307.608886,-41.973203,0.000000,PD-L1lo_tumor
-230.264282,110.519078,0.000000,PD-L1lo_tumor
204.760525,-165.147136,0.000000,PD-L1lo_tumor
-223.005216,-171.381650,0.000000,PD-L1lo_tumor
288.234324,299.102370,0.000000,fixed_vessel_source_compressed
-250.256952,54.066532,0.000000,PD-L1lo_tumor
-171.014002,67.918439,0.000000,PD-L1lo_tumor
-281.747460,134.206022,0.000000,PD-L1lo_tumor
201.154784,262.899456,0.000000,PD-L1lo_tumor
-131.402941,22.984128,0.000000,PD-L1lo_tumor
-36.298446,-54.261281,0.000000,PD-L1lo_tumor
-6.350885,-197.266587,0.000000,PD-L1lo_tumor
-370.065992,-21.734460,0.000000,PD-L1lo_tumor
189.504795,55.591696,0.000000,PD-L1lo_tumor
284.462617,336.431835,0.000000,fixed_vessel_source_compressed
60.529966,-216.366626,0.000000,PD-L1lo_tumor
-223.444597,203.498465,0.000000,PD-L1lo_tumor
-276.165206,-157.199483,0.000000,PD-L1lo_tumor
-33.439155,339.450920,0.000000,PD-L1lo_tumor
-221.343056,306.049375,0.000000,PD-L1lo_tumor
274.190776,159.085753,0.000000,PD-L1lo_tumor
-36.434316,-98.945291,0.000000,PD-L1lo_tumor
156.333188,-50.147780,0.000000,PD-L1lo_tumor
67.639661,187.346498,0.000000,PD-L1lo_tumor
195.331673,-9.338409,0.000000,PD-L1lo_tumor
-222.300897,-142.825169,0.000000,PD-L1lo_tumor
0.826116,-253.761077,0.000000,PD-L1lo_tumor
-500.257639,-163.091607,0.000000,fixed_vessel_source
-312.831089,2.656850,0.000000,fixed_vessel_source_compressed
134.517837,315.170614,0.000000,PD-L1lo_tumor
72.323911,-23.475475,0.000000,PD-L1lo_tumor
5.977853,-163.277751,0.000000,PD-L1lo_tumor
-197.828176,100.034911,0.000000,PD-L1lo_tumor
-237.176404,-255.837926,0.000000,PD-L1lo_tumor
59.861328,-90.530096,0.000000,PD-L1lo_tumor
274.562424,174.786069,0.000000,PD-L1lo_tumor
210.490141,179.606351,0.000000,PD-L1lo_tumor
-3.797721,-38.134672,0.000000,PD-L1lo_tumor
-322.985156,156.922674,0.000000,PD-L1lo_tumor
67.052226,-257.884084,0.000000,PD-L1lo_tumor
-96.828466,-314.633909,0.000000,PD-L1lo_tumor
277.270469,90.816824,0.000000,PD-L1lo_tumor
-246.018043,-108.312887,0.000000,PD-L1lo_tumor
23.168748,293.506171,0.000000,PD-L1lo_tumor
68.758708,371.206150,0.000000,PD-L1lo_tumor
-113.749428,-392.985483,0.000000,fixed_vessel_source
-294.140698,143.504086,0.000000,PD-L1lo_tumor
186.185150,29.134146,0.000000,PD-L1lo_tumor
-110.331858,309.829921,0.000000,PD-L1lo_tumor
350.674128,167.943770,0.000000,PD-L1lo_tumor
-268.850629,169.316821,0.000000,PD-L1lo_tumor
227.288325,-238.672985,0.000000,PD-L1lo_tumor
44.256288,-276.677983,0.000000,PD-L1lo_tumor
-179.641700,-136.855477,0.000000,PD-L1lo_tumor
77.586516,81.413068,0.000000,PD-L1lo_tumor
-338.290225,88.951393,0.000000,PD-L1lo_tumor
-126.495322,-48.909918,0.000000,PD-L1lo_tumor
158.147075,-226.260522,0.000000,PD-L1lo_tumor
377.270446,49.870864,0.000000,PD-L1lo_tumor
407.304013,171.541737,0.000000,PD-L1lo_tumor
180.749299,-243.145193,0.000000,PD-L1lo_tumor
-148.490943,-264.355912,0.000000,PD-L1lo_tumor
-249.595617,-157.380661,0.000000,PD-L1lo_tumor
-182.715541,-30.683013,0.000000,PD-L1lo_tumor
-223.604602,-80.086615,0.000000,PD-L1lo_tumor
127.905730,-76.278642,0.000000,PD-L1lo_tumor
-211.030473,-54.053374,0.000000,PD-L1lo_tumor
246.361020,145.163717,0.000000,PD-L1lo_tumor
99.829430,117.884498,0.000000,PD-L1lo_tumor
-270.649868,123.602115,0.000000,PD-L1lo_tumor
-196.360991,-159.098354,0.000000,PD-L1lo_tumor
-645.210359,-186.883424,0.000000,fixed_vessel_source_compressed
-109.322846,81.884067,0.000000,PD-L1lo_tumor
639.233020,-28.827152,0.000000,fixed_vessel_source
-134.704002,-267.503761,0.000000,PD-L1lo_tumor
284.323372,-70.167489,0.000000,PD-L1lo_tumor
-335.865675,67.440295,0.000000,PD-L1lo_tumor
-65.922878,59.626633,0.000000,PD-L1lo_tumor
-271.645282,93.845385,0.000000,fixed_vessel_source_compressed
193.113995,-141.274640,0.000000,PD-L1lo_tumor
16.630782,214.755475,0.000000,PD-L1lo_tumor
21.728790,-320.871612,0.000000,PD-L1lo_tumor
398.359351,159.426501,0.000000,PD-L1lo_tumor
-18.015475,-240.194545,0.000000,PD-L1lo_tumor
169.082983,226.703997,0.000000,PD-L1lo_tumor
-588.089583,-156.598753,0.000000,fixed_vessel_source_compressed
-232.746879,-115.637490,0.000000,PD-L1lo_tumor
440.961187,76.593613,0.000000,PD-L1lo_tumor
336.357739,174.097228,0.000000,PD-L1lo_tumor
187.544384,-288.759047,0.000000,PD-L1lo_tumor
-334.400761,-173.671008,0.000000,PD-L1lo_tumor
-63.590739,85.073221,0.000000,PD-L1lo_tumor
80.986871,95.798282,0.000000,PD-L1lo_tumor
-351.922949,-159.377673,0.000000,PD-L1lo_tumor
274.554770,-194.514687,0.000000,PD-L1lo_tumor
293.567691,17.746569,0.000000,PD-L1lo_tumor
-327.457653,-14.785227,0.000000,PD-L1lo_tumor
-160.500336,282.691569,0.000000,PD-L1lo_tumor
203.525105,-421.605047,0.000000,fixed_vessel_source
42.138832,41.053776,0.000000,PD-L1lo_tumor
224.102617,108.761982,0.000000,PD-L1lo_tumor
-149.026613,-131.978410,0.000000,PD-L1lo_tumor
-339.350246,-24.966300,0.000000,PD-L1lo_tumor
-269.013204,-192.455501,0.000000,PD-L1lo_tumor
-69.094981,-189.792740,0.000000,PD-L1lo_tumor
-6.886676,291.433135,0.000000,PD-L1lo_tumor
77.337865,43.859108,0.000000,PD-L1lo_tumor
-153.799312,268.729505,0.000000,PD-L1lo_tumor
159.900106,214.970866,0.000000,PD-L1lo_tumor
-503.656728,17.671274,0.000000,fixed_vessel_source
-157.503997,158.231216,0.000000,PD-L1lo_tumor
220.739254,134.646843,0.000000,PD-L1lo_tumor
226.541030,5.356452,0.000000,PD-L1lo_tumor
234.666304,303.973185,0.000000,PD-L1lo_tumor
-2.983299,-284.930991,0.000000,PD-L1lo_tumor
-81.777097,-313.721305,0.000000,PD-L1lo_tumor
32.353045,-168.407597,0.000000,PD-L1lo_tumor
-123.371181,300.323185,0.000000,PD-L1lo_tumor
119.883527,319.938775,0.000000,PD-L1lo_tumor
325.817387,254.100685,0.000000,fixed_vessel_source_compressed
20.306026,-225.440948,0.000000,PD-L1lo_tumor
235.657178,-49.823415,0.000000,PD-L1lo_tumor
261.278317,182.645224,0.000000,PD-L1lo_tumor
-232.057134,230.768890,0.000000,PD-L1lo_tumor
-236.514944,-242.563961,0.000000,PD-L1lo_tumor
239.355713,26.933480,0.000000,PD-L1lo_tumor
148.932183,148.198692,0.000000,PD-L1lo_tumor
-4.876393,-371.105684,0.000000,PD-L1lo_tumor
110.432007,134.198038,0.000000,PD-L1lo_tumor
129.767937,-237.529721,0.000000,PD-L1lo_tumor
273.421778,-59.643187,0.000000,PD-L1lo_tumor
377.029899,280.220736,0.000000,fixed_vessel_source_compressed
5.195063,222.922145,0.000000,PD-L1lo_tumor
174.127928,-295.216908,0.000000,PD-L1lo_tumor
333.238250,-13.374581,0.000000,PD-L1lo_tumor
330.976818,22.413193,0.000000,PD-L1lo_tumor
-221.602156,-12.438202,0.000000,PD-L1lo_tumor
12.696643,347.036123,0.000000,PD-L1lo_tumor
-101.029177,111.619214,0.000000,PD-L1lo_tumor
-88.981109,-13.328792,0.000000,PD-L1lo_tumor
39.722846,110.221982,0.000000,PD-L1lo_tumor
241.311379,-14.554468,0.000000,PD-L1lo_tumor
18.069737,27.663367,0.000000,PD-L1lo_tumor
291.941568,-82.994703,0.000000,PD-L1lo_tumor
-211.112932,10.772755,0.000000,PD-L1lo_tumor
131.735146,-222.562933,0.000000,PD-L1lo_tumor
-65.791992,346.629588,0.000000,PD-L1lo_tumor
35.139505,-362.037462,0.000000,PD-L1lo_tumor
-2.387730,-212.372459,0.000000,PD-L1lo_tumor
298.081575,218.135556,0.000000,PD-L1lo_tumor
72.827733,231.449257,0.000000,PD-L1lo_tumor
39.412224,352.215678,0.000000,PD-L1lo_tumor
-68.464379,25.698850,0.000000,PD-L1lo_tumor
292.178684,-1.859766,0.000000,PD-L1lo_tumor
-107.734418,-142.422788,0.000000,PD-L1lo_tumor
-697.896676,-206.176064,0.000000,fixed_vessel_source_compressed
371.520369,124.284345,0.000000,PD-L1lo_tumor
-322.839688,58.871550,0.000000,PD-L1lo_tumor
-349.700062,-80.785073,0.000000,PD-L1lo_tumor
-238.954278,-135.974548,0.000000,PD-L1lo_tumor
-559.177961,263.609042,0.000000,fixed_vessel_source
-146.562837,44.063407,0.000000,PD-L1lo_tumor
-200.588397,-378.936685,0.000000,fixed_vessel_source
-362.730164,51.731098,0.000000,PD-L1lo_tumor
-164.131154,-134.444849,0.000000,PD-L1lo_tumor
-282.766595,-226.356897,0.000000,PD-L1lo_tumor
194.514754,-64.006712,0.000000,PD-L1lo_tumor
55.575025,110.463116,0.000000,PD-L1lo_tumor
-378.551821,158.450632,0.000000,fixed_vessel_source
-259.690870,66.008446,0.000000,PD-L1lo_tumor
185.006778,-256.603905,0.000000,PD-L1lo_tumor
170.020056,-252.849245,0.000000,PD-L1lo_tumor
-14.478580,317.281654,0.000000,PD-L1lo_tumor
37.764556,-181.533636,0.000000,PD-L1lo_tumor
-236.717010,-54.657372,0.000000,PD-L1lo_tumor
181.124585,103.481368,0.000000,PD-L1lo_tumor
-387.316151,-356.394120,0.000000,fixed_vessel_source
177.981621,45.508554,0.000000,PD-L1lo_tumor
-77.275239,-339.408038,0.000000,PD-L1lo_tumor
-610.114560,-200.507165,0.000000,fixed_vessel_source
-239.418982,204.378550,0.000000,PD-L1lo_tumor
41.439315,-196.335955,0.000000,PD-L1lo_tumor
133.698329,168.455695,0.000000,PD-L1lo_tumor
-338.746644,157.695318,0.000000,PD-L1lo_tumor
409.455100,-70.243444,0.000000,fixed_vessel_source
314.787148,153.147903,0.000000,PD-L1lo_tumor
38.494131,-156.043153,0.000000,PD-L1lo_tumor
213.239206,10.839176,0.000000,PD-L1lo_tumor
-231.133328,154.001788,0.000000,PD-L1lo_tumor
122.393150,304.643294,0.000000,PD-L1lo_tumor
-272.533141,-174.970223,0.000000,PD-L1lo_tumor
-12.509658,2.452175,0.000000,PD-L1lo_tumor
-90.927766,212.294779,0.000000,PD-L1lo_tumor
83.437128,56.554109,0.000000,PD-L1lo_tumor
-98.531337,347.098455,0.000000,PD-L1lo_tumor
-336.792911,-196.169808,0.000000,PD-L1lo_tumor
-151.908251,-218.878462,0.000000,PD-L1lo_tumor
135.505620,154.723833,0.000000,PD-L1lo_tumor
-81.494513,-232.788640,0.000000,PD-L1lo_tumor
-330.283639,170.520165,0.000000,PD-L1lo_tumor
270.701601,-167.441811,0.000000,PD-L1lo_tumor
277.234929,-87.630402,0.000000,PD-L1lo_tumor
216.670966,-223.223382,0.000000,PD-L1lo_tumor
-202.186502,-173.558823,0.000000,PD-L1lo_tumor
264.838919,-206.021413,0.000000,PD-L1lo_tumor
-219.853031,-218.496090,0.000000,PD-L1lo_tumor
-87.397631,-327.746962,0.000000,PD-L1lo_tumor
-107.430847,334.597544,0.000000,PD-L1lo_tumor
311.372606,245.445205,0.000000,PD-L1lo_tumor
-432.705024,-8.092693,0.000000,PD-L1lo_tumor
113.402649,-164.209214,0.000000,PD-L1lo_tumor
-169.530302,-36.025348,0.000000,PD-L1lo_tumor
309.223282,-31.753220,0.000000,PD-L1lo_tumor
-102.030182,96.327239,0.000000,PD-L1lo_tumor
-40.939461,-351.689041,0.000000,PD-L1lo_tumor
-257.761798,-132.556523,0.000000,PD-L1lo_tumor
10.321007,-373.858128,0.000000,PD-L1lo_tumor
-78.941191,84.324144,0.000000,PD-L1lo_tumor
305.463392,-46.576997,0.000000,PD-L1lo_tumor
-24.279150,-172.556163,0.000000,PD-L1lo_tumor
-147.396472,321.587346,0.000000,PD-L1lo_tumor
179.161595,-148.593212,0.000000,PD-L1lo_tumor
232.595065,37.788187,0.000000,PD-L1lo_tumor
92.531801,265.539320,0.000000,PD-L1lo_tumor
-46.724736,208.226008,0.000000,PD-L1lo_tumor
-120.814768,-207.301426,0.000000,PD-L1lo_tumor
355.882971,122.510208,0.000000,PD-L1lo_tumor
147.268017,161.692247,0.000000,PD-L1lo_tumor
393.810560,144.699630,0.000000,PD-L1lo_tumor
193.005855,174.808033,0.000000,PD-L1lo_tumor
26.195033,-375.936862,0.000000,PD-L1lo_tumor
-185.621101,-314.526489,0.000000,fixed_vessel_source_compressed
-132.448476,38.718311,0.000000,PD-L1lo_tumor
155.323110,273.283542,0.000000,PD-L1lo_tumor
343.496326,94.036530,0.000000,PD-L1lo_tumor
595.746256,14.399283,0.000000,fixed_vessel_source
-202.890236,-421.990905,0.000000,fixed_vessel_source
-102.620057,278.994717,0.000000,PD-L1lo_tumor
290.619105,-40.491684,0.000000,PD-L1lo_tumor
-272.068530,-315.607931,0.000000,fixed_vessel_source
-307.321420,62.185586,0.000000,PD-L1lo_tumor
470.997161,145.906988,0.000000,fixed_vessel_source
209.299929,-117.397523,0.000000,PD-L1lo_tumor
74.963354,-94.011928,0.000000,PD-L1lo_tumor
-81.009867,-260.981278,0.000000,PD-L1lo_tumor
427.914491,197.618286,0.000000,fixed_vessel_source
287.677261,152.146013,0.000000,PD-L1lo_tumor
336.515858,-91.013083,0.000000,PD-L1lo_tumor
-330.722848,0.372808,0.000000,PD-L1lo_tumor
32.187722,207.912389,0.000000,PD-L1lo_tumor
76.756636,175.037576,0.000000,PD-L1lo_tumor
371.022717,295.905201,0.000000,fixed_vessel_source_compressed
231.893960,-36.251436,0.000000,PD-L1lo_tumor
23.618420,112.147233,0.000000,PD-L1lo_tumor
-333.575572,113.328038,0.000000,PD-L1lo_tumor
73.560223,-64.870748,0.000000,PD-L1lo_tumor
-126.294546,-152.912078,0.000000,PD-L1lo_tumor
232.963222,-152.119073,0.000000,PD-L1lo_tumor
-171.641258,151.794892,0.000000,PD-L1lo_tumor
-193.852952,86.163480,0.000000,PD-L1lo_tumor
-144.466021,15.177982,0.000000,PD-L1lo_tumor
-117.862505,16.320244,0.000000,PD-L1lo_tumor
141.428359,268.709049,0.000000,PD-L1lo_tumor
-85.078417,155.113472,0.000000,PD-L1lo_tumor
-176.723376,174.935560,0.000000,PD-L1lo_tumor
-105.543152,-274.084043,0.000000,PD-L1lo_tumor
84.493277,161.863713,0.000000,PD-L1lo_tumor
-174.411632,-163.692963,0.000000,PD-L1lo_tumor
18.588268,-171.417176,0.000000,PD-L1lo_tumor
275.138283,190.158902,0.000000,PD-L1lo_tumor
-169.710239,12.731114,0.000000,PD-L1lo_tumor
-83.533860,-358.162095,0.000000,PD-L1lo_tumor
273.714279,57.222375,0.000000,PD-L1lo_tumor
-133.963886,-78.192932,0.000000,PD-L1lo_tumor
-374.902502,-49.879424,0.000000,fixed_vessel_source_compressed
173.719091,-96.547158,0.000000,PD-L1lo_tumor
320.373924,233.033717,0.000000,PD-L1lo_tumor
-105.072565,-248.972983,0.000000,PD-L1lo_tumor
-350.032698,60.902978,0.000000,PD-L1lo_tumor
96.395422,-259.171897,0.000000,PD-L1lo_tumor
97.211776,134.309866,0.000000,PD-L1lo_tumor
-186.096525,-359.216200,0.000000,fixed_vessel_source
-261.099278,184.004893,0.000000,PD-L1lo_tumor
-223.239811,243.185751,0.000000,PD-L1lo_tumor
173.542524,164.543870,0.000000,PD-L1lo_tumor
-147.149232,127.484541,0.000000,PD-L1lo_tumor
16.293513,330.804154,0.000000,PD-L1lo_tumor
58.221353,235.876558,0.000000,PD-L1lo_tumor
-286.600559,-100.993381,0.000000,PD-L1lo_tumor
-162.469569,123.784332,0.000000,fixed_vessel_source_compressed
269.789031,-74.745697,0.000000,PD-L1lo_tumor
-100.523068,251.068592,0.000000,PD-L1lo_tumor
-225.643764,165.963165,0.000000,PD-L1lo_tumor
-276.691246,-89.396233,0.000000,PD-L1lo_tumor
55.810870,251.302431,0.000000,PD-L1lo_tumor
-76.669359,331.230051,0.000000,PD-L1lo_tumor
122.976354,-250.946786,0.000000,PD-L1lo_tumor
147.605571,256.678991,0.000000,PD-L1lo_tumor
-85.585560,247.414470,0.000000,PD-L1lo_tumor
125.322720,236.032427,0.000000,fixed_vessel_source_compressed
-101.444802,368.345949,0.000000,PD-L1lo_tumor
-526.475224,-222.451831,0.000000,fixed_vessel_source
-11.225890,332.763950,0.000000,PD-L1lo_tumor
99.647467,-376.216782,0.000000,PD-L1lo_tumor
172.743408,208.068558,0.000000,PD-L1lo_tumor
-182.290211,-60.319311,0.000000,PD-L1lo_tumor
-10.497681,-356.644905,0.000000,PD-L1lo_tumor
-7.186995,-181.280853,0.000000,PD-L1lo_tumor
9.060551,39.898880,0.000000,PD-L1lo_tumor
84.832614,146.672231,0.000000,PD-L1lo_tumor
-400.764686,-11.593540,0.000000,fixed_vessel_source
-356.959515,-144.917109,0.000000,PD-L1lo_tumor
143.187970,-168.751189,0.000000,PD-L1lo_tumor
288.425732,255.252210,0.000000,fixed_vessel_source_compressed
-294.494120,-208.447635,0.000000,PD-L1lo_tumor
-49.745954,-108.166961,0.000000,PD-L1lo_tumor
-13.672142,-84.784232,0.000000,PD-L1lo_tumor
81.855698,255.884800,0.000000,PD-L1lo_tumor
-16.491235,-214.880796,0.000000,PD-L1lo_tumor
-103.123060,-128.154449,0.000000,PD-L1lo_tumor
-195.970416,-53.139212,0.000000,PD-L1lo_tumor
41.600561,-376.400062,0.000000,PD-L1lo_tumor
-546.328820,-132.609590,0.000000,fixed_vessel_source_compressed
-45.478039,-151.020413,0.000000,PD-L1lo_tumor
313.618473,218.951024,0.000000,PD-L1lo_tumor
321.973072,206.052162,0.000000,PD-L1lo_tumor
354.195555,38.668702,0.000000,PD-L1lo_tumor
-57.806272,199.111189,0.000000,PD-L1lo_tumor
-93.926397,83.681695,0.000000,PD-L1lo_tumor
-133.769053,220.157822,0.000000,PD-L1lo_tumor
-51.330255,-56.948206,0.000000,PD-L1lo_tumor
333.350876,66.172672,0.000000,PD-L1lo_tumor
-251.283489,39.086284,0.000000,PD-L1lo_tumor
187.772809,160.515397,0.000000,PD-L1lo_tumor
-69.054360,-362.967491,0.000000,PD-L1lo_tumor
129.990003,-263.953324,0.000000,PD-L1lo_tumor
47.236403,-168.962604,0.000000,PD-L1lo_tumor
-113.101776,-287.782371,0.000000,PD-L1lo_tumor
174.182860,192.961140,0.000000,PD-L1lo_tumor
-355.078430,-130.489269,0.000000,PD-L1lo_tumor
-166.817408,-75.919284,0.000000,PD-L1lo_tumor
129.481829,275.510769,0.000000,PD-L1lo_tumor
-151.064403,-13.700483,0.000000,PD-L1lo_tumor
295.235310,-178.506035,0.000000,PD-L1lo_tumor
53.104889,182.289242,0.000000,PD-L1lo_tumor
28.585210,-397.212961,0.000000,PD-L1lo_tumor
-80.192793,-387.425637,0.000000,fixed_vessel_source
405.081391,46.140048,0.000000,PD-L1lo_tumor
225.501314,266.535769,0.000000,PD-L1lo_tumor
-448.807524,-356.800079,0.000000,fixed_vessel_source
-21.382313,-10.167717,0.000000,PD-L1lo_tumor
239.045567,266.565510,0.000000,macrophage
-205.957600,-24.410561,0.000000,macrophage
-253.373874,169.397422,0.000000,macrophage
42.549094,274.858696,0.000000,macrophage
213.427197,-241.026739,0.000000,macrophage
25.591742,344.408391,0.000000,macrophage
-40.205447,39.867730,0.000000,macrophage
